rank,author,outlier_score,likes,comments,total_engagement,hook_type,topic,angle,structure,first_line,hook_150,full_text,url
24,Melanie Perkins,0.5,584,33,618,Magician,Philanthropy / Cause,Pattern Interrupt,Hook -> Insight -> Close,"Incredibly pleased to see Canva recognised again for being a great workplace. The Canva journey started back when we were just a small team sitting around a small table in my mum’s living room. Today, Canva is in 190 countries, with over 1 billion designs created by our loyal community. None of this would have been possible without a great team. A team that is not only talented, driven and hardworking - but a team that also believes in the Canva mission and embraces our values. I’m incredibly lucky to be able to work with them every single day. #50BPTW19 #GPTWAU",Incredibly pleased to see Canva recognised again for being a great workplace. The Canva journey started back when we were just a small team sitting ar,"Incredibly pleased to see Canva recognised again for being a great workplace. The Canva journey started back when we were just a small team sitting around a small table in my mum’s living room. Today, Canva is in 190 countries, with over 1 billion designs created by our loyal community. None of this would have been possible without a great team. A team that is not only talented, driven and hardworking - but a team that also believes in the Canva mission and embraces our values. I’m incredibly lucky to be able to work with them every single day. #50BPTW19 #GPTWAU",https://www.linkedin.com/posts/melanieperkins_50bptw19-gptwau-activity-6574078130800156672-DbFl?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADOaIt0BRjLO-MIVji43gtwC0Bl2KRs6fXo
25,Melanie Perkins,0.4,522,52,579,Teacher,Philanthropy / Cause,Thought Leadership,Hook -> Punch Line,It was fun sharing the long and winding journey of getting Canva off the ground with Guy Raz on 'How I Built This'. It was far from a straight forward journey and often felt like I was running completely against the grain - but I think the challenges along the way made me even more appreciative of the incredible team and community we have today and excited about what we can now build in the future.,It was fun sharing the long and winding journey of getting Canva off the ground with Guy Raz on 'How I Built This'. It was far from a straight forward,It was fun sharing the long and winding journey of getting Canva off the ground with Guy Raz on 'How I Built This'. It was far from a straight forward journey and often felt like I was running completely against the grain - but I think the challenges along the way made me even more appreciative of the incredible team and community we have today and excited about what we can now build in the future.,https://www.linkedin.com/posts/melanieperkins_canva-melanie-perkins-activity-6497325153452679168-1AVf?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADOaIt0BRjLO-MIVji43gtwC0Bl2KRs6fXo
26,Melanie Perkins,0.4,548,9,568,Teacher,Entrepreneurship,Thought Leadership,Hook -> Punch Line,One of our values at Canva is to “Make Complex Things Simple”. This is why I’ve always been interested in systems and how they can help streamline the way we do things at Canva. Check out this blog written by Iain Dowling on how we used systems to tackle product design challenges and scale for growth https://lnkd.in/g7ernEu  #design #startups #systemsthinking,One of our values at Canva is to “Make Complex Things Simple”. This is why I’ve always been interested in systems and how they can help streamline the,One of our values at Canva is to “Make Complex Things Simple”. This is why I’ve always been interested in systems and how they can help streamline the way we do things at Canva. Check out this blog written by Iain Dowling on how we used systems to tackle product design challenges and scale for growth https://lnkd.in/g7ernEu  #design #startups #systemsthinking,https://www.linkedin.com/posts/melanieperkins_design-startups-systemsthinking-activity-6457743132997091328-CmXp?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADPPKZoBGm3auaTkRMiq2S8K_GGARf_bs9s
27,Melanie Perkins,0.4,533,21,562,Teacher,Finance / Money,Thought Leadership,Hook -> Insight -> Close,"As we continue to scale our Engineering team at Canva, we need to ensure that we cultivate and invest in the learning and development of the next generation of engineers. We hosted our first official Intern & Grad program this year and I've been blown away by what they have been able to achieve!","As we continue to scale our Engineering team at Canva, we need to ensure that we cultivate and invest in the learning and development of the next gene","As we continue to scale our Engineering team at Canva, we need to ensure that we cultivate and invest in the learning and development of the next generation of engineers. We hosted our first official Intern & Grad program this year and I've been blown away by what they have been able to achieve!

We are going to continue to foster our relationships with universities across Australia and abroad and look forward to welcoming many more to our team! For more information, check out the blog written by one of our recent interns below.
#interns #intern #engineering #blog #engineers",https://www.linkedin.com/posts/melanieperkins_my-internship-experience-at-canva-activity-6521508986343297024-WjlV?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADOaIt0BRjLO-MIVji43gtwC0Bl2KRs6fXo
28,Melanie Perkins,0.4,488,23,515,Magician,Entrepreneurship,Pattern Interrupt,Hook -> Insight -> Close,"We have always had a two step plan - step one, build one of the world’s most valuable companies and step two, do the most good we possibly can. We’re less than 1% of the way there on step one, and only getting started with step two, but it’s been amazing to see our team tackling this from all angles and the passion to help reduce our impact on the environment. Check out our blog on Canva’s sustainable goals. https://lnkd.in/ffyY4qk","We have always had a two step plan - step one, build one of the world’s most valuable companies and step two, do the most good we possibly can. We’re ","We have always had a two step plan - step one, build one of the world’s most valuable companies and step two, do the most good we possibly can. We’re less than 1% of the way there on step one, and only getting started with step two, but it’s been amazing to see our team tackling this from all angles and the passion to help reduce our impact on the environment. Check out our blog on Canva’s sustainable goals. https://lnkd.in/ffyY4qk
#sustainability #carbonneutral #businessandmanagement #startups",https://www.linkedin.com/posts/melanieperkins_sustainability-carbonneutral-businessandmanagement-activity-6466526981197533184-F7-c?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADPPKZoBGm3auaTkRMiq2S8K_GGARf_bs9s
29,Melanie Perkins,0.3,214,135,357,Teacher,Philanthropy / Cause,Direct Advice,Observation -> Question,Quick question - if you could see your country or this planet reach any goal in your lifetime what would it be?,Quick question - if you could see your country or this planet reach any goal in your lifetime what would it be?  Any ideas about how you’d measure pro,"Quick question - if you could see your country or this planet reach any goal in your lifetime what would it be?

Any ideas about how you’d measure progress towards your goal?

(We’re figuring out a few things for Canva’s nonprofit program - so would love to hear your thoughts!)",https://www.linkedin.com/posts/melanieperkins_quick-question-if-you-could-see-your-country-activity-6415570723586310144-5Pfm?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABJnN1EBg8SkzCDxZWBl3ARKtQSsamhRgWE
30,Melanie Perkins,0.2,299,16,321,Teacher,Entrepreneurship,Thought Leadership,Observation -> Question,"Want to thrive in a startup? In our latest blog post, Mike Williams shares the types of character traits we’re looking for when hiring at Canva, and how to succeed. https://lnkd.in/fYpfVHT","Want to thrive in a startup? In our latest blog post, Mike Williams shares the types of character traits we’re looking for when hiring at Canva, and h","Want to thrive in a startup? In our latest blog post, Mike Williams shares the types of character traits we’re looking for when hiring at Canva, and how to succeed. https://lnkd.in/fYpfVHT
#startups",https://www.linkedin.com/posts/melanieperkins_startups-activity-6465001234339336192-wizq?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADPPKZoBGm3auaTkRMiq2S8K_GGARf_bs9s
31,Melanie Perkins,0.2,291,15,308,Teacher,Entrepreneurship,Thought Leadership,Hook -> Punch Line,"Here’s why inclusive design is so important, and a look into how Canva is incorporating these design principles into our product and day-to-day life. https://lnkd.in/dXGest5","Here’s why inclusive design is so important, and a look into how Canva is incorporating these design principles into our product and day-to-day life. ","Here’s why inclusive design is so important, and a look into how Canva is incorporating these design principles into our product and day-to-day life. https://lnkd.in/dXGest5
#design #technology #universaldesign #startups #howto #inclusivedesign #inclusion",https://www.linkedin.com/posts/melanieperkins_design-technology-universaldesign-activity-6452679370602479616-pPNS?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADPPKZoBGm3auaTkRMiq2S8K_GGARf_bs9s
32,Melanie Perkins,0.2,289,9,302,Teacher,Leadership,Thought Leadership,Hook -> Insight -> Close,"We have a very long term two-step plan at Canva. One - build one of the most valuable companies in the world, and two - do the most good we possibly can. We still have a  long way to go on both fronts, but it feels like we are moving in the right direction! That's why I'm looking forward to joining the Young Global Leaders Class of 2019 - it's an incredible opportunity to collaborate with such inspirational people from all around the world to help shape the world for the better! Learn more about this year’s class here: wef.ch/ygl19 #YGL19 @YoungGlobalLeaders @World Economic Forum","We have a very long term two-step plan at Canva. One - build one of the most valuable companies in the world, and two - do the most good we possibly c","We have a very long term two-step plan at Canva. One - build one of the most valuable companies in the world, and two - do the most good we possibly can. We still have a  long way to go on both fronts, but it feels like we are moving in the right direction! That's why I'm looking forward to joining the Young Global Leaders Class of 2019 - it's an incredible opportunity to collaborate with such inspirational people from all around the world to help shape the world for the better! Learn more about this year’s class here: wef.ch/ygl19 #YGL19 @YoungGlobalLeaders @World Economic Forum",https://www.linkedin.com/posts/melanieperkins_new-class-activity-6511832669763010560-Iixj?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADOaIt0BRjLO-MIVji43gtwC0Bl2KRs6fXo
33,Melanie Perkins,0.2,261,29,299,Fortune Teller,Philanthropy / Cause,Milestone Announcement,Hook -> Insight -> Close,"Excited to announce our first ever Canva UX Masterclass on the 25th November at our creative space in Surry Hills! If you're a product or UX designer, or even just interested in learning about creating better user experiences for all, I'd love to see you there!","Excited to announce our first ever Canva UX Masterclass on the 25th November at our creative space in Surry Hills! If you're a product or UX designer,","Excited to announce our first ever Canva UX Masterclass on the 25th November at our creative space in Surry Hills! If you're a product or UX designer, or even just interested in learning about creating better user experiences for all, I'd love to see you there!

Learn new skills and get an inside look at how we approach UX at Canva. I'll be there with Canva CPO Cameron Adams, as well as the UX crew from our mobile, print and editor teams - working together to help solve practical issues affecting nonprofits today. 

For more info, please check out our website below - spaces are limited, so register today!",https://www.linkedin.com/posts/melanieperkins_ux-masterclass-canva-activity-6331752191354867712-GA8-?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABJnN1EBg8SkzCDxZWBl3ARKtQSsamhRgWE
34,Melanie Perkins,0.2,261,23,289,Magician,Entrepreneurship,Data-Driven Revelation,Hook -> Insight -> Close,"I often say we’re only at 1% of where we’d like to be with Canva. We’ve got very ambitious goals ahead of us - and we need a great team to help us pull it off! Luckily our head of talent acquisition Richard Goodfellow managed to figure out a way to scale our engineering team quickly, whilst ensuring we continue to hire the amazing people that we need. Check out Rick's insights on how we managed to double our engineering growth rate in only 6 months.  https://lnkd.in/fnaVGsc",I often say we’re only at 1% of where we’d like to be with Canva. We’ve got very ambitious goals ahead of us - and we need a great team to help us pul,"I often say we’re only at 1% of where we’d like to be with Canva. We’ve got very ambitious goals ahead of us - and we need a great team to help us pull it off! Luckily our head of talent acquisition Richard Goodfellow managed to figure out a way to scale our engineering team quickly, whilst ensuring we continue to hire the amazing people that we need. Check out Rick's insights on how we managed to double our engineering growth rate in only 6 months.  https://lnkd.in/fnaVGsc
#recruiting #engineers #howto #startups",https://www.linkedin.com/posts/melanieperkins_how-we-doubled-canvas-engineering-growth-activity-6444826144662478848-1PnY?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABJnN1EBg8SkzCDxZWBl3ARKtQSsamhRgWE
35,Melanie Perkins,0.2,262,21,283,Teacher,Leadership,Personal Perspective,Hook -> Reflection -> Close,,,,https://www.linkedin.com/posts/melanieperkins_linkedintopstartups-activity-6446282383355408384-B4gf?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADPPKZoBGm3auaTkRMiq2S8K_GGARf_bs9s
36,Melanie Perkins,0.2,258,19,281,Teacher,Entrepreneurship,Thought Leadership,Hook -> Punch Line,"What’s the difference between being a good product manager and a great one at a high growth startup like Canva? Our talented Shipra Mahindra shares her insights on making quick, high impact decisions that have moved us closer to achieving our vision of empowering everyone to design.",What’s the difference between being a good product manager and a great one at a high growth startup like Canva? Our talented Shipra Mahindra shares he,"What’s the difference between being a good product manager and a great one at a high growth startup like Canva? Our talented Shipra Mahindra shares her insights on making quick, high impact decisions that have moved us closer to achieving our vision of empowering everyone to design. 
https://lnkd.in/fdiaG2V #productmanagement",https://www.linkedin.com/posts/melanieperkins_productmanagement-activity-6445864154283765760-n3J1?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADPPKZoBGm3auaTkRMiq2S8K_GGARf_bs9s
37,Melanie Perkins,0.2,250,14,275,Teacher,Women in Leadership,Thought Leadership,Hook -> Insight -> Close,"""Over the years there’s been a positive shift in stock photography, with the ranks of top selling images moving away from the cliché... to a more empowered representation of women in the workplace, climbing mountains - and generally being a little more kick ass.""","""Over the years there’s been a positive shift in stock photography, with the ranks of top selling images moving away from the cliché... to a more empo","""Over the years there’s been a positive shift in stock photography, with the ranks of top selling images moving away from the cliché... to a more empowered representation of women in the workplace, climbing mountains - and generally being a little more kick ass.""

-- I love this blog written by Elle Hughes from our Marketplace team, highlighting the need for a more diverse and inclusive library of stock photography. We recently launched our Natural Women Collection challenges both societal standards of beauty and gender norms - check out how this collection came to be, and how we made it happen. There's still a long way to go in the media and the world -- but I feel like things are moving in the right direction.",https://www.linkedin.com/posts/melanieperkins_how-canva-is-changing-the-way-women-are-represented-activity-6475201123962712064-wdg5?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADOaIt0BRjLO-MIVji43gtwC0Bl2KRs6fXo
38,Melanie Perkins,0.2,257,10,272,Magician,Philanthropy / Cause,Pattern Interrupt,Hook -> Punch Line,"Canva's goal is to empower the whole world to design and so it's essential we localise our product extensively, as only 25% of the world’s internet population are English speakers. We're fortunate to have an amazing team who care deeply about providing a great experience for our community. Jesse Walker from our localisation team shares some of the lessons he's learnt along the way in this post: https://lnkd.in/f4yY2JH","Canva's goal is to empower the whole world to design and so it's essential we localise our product extensively, as only 25% of the world’s internet po","Canva's goal is to empower the whole world to design and so it's essential we localise our product extensively, as only 25% of the world’s internet population are English speakers. We're fortunate to have an amazing team who care deeply about providing a great experience for our community. Jesse Walker from our localisation team shares some of the lessons he's learnt along the way in this post: https://lnkd.in/f4yY2JH
#localization #startups",https://www.linkedin.com/posts/melanieperkins_the-role-of-localization-quality-in-driving-activity-6472649930602315776-mHKo?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADPPKZoBGm3auaTkRMiq2S8K_GGARf_bs9s
39,Melanie Perkins,0.2,240,12,254,Teacher,Leadership,Practical Framework,Hook -> Insight -> Close,Since our earliest days we have 'set crazy big goals' and worked tirelessly to make them happen. We have 500+ people at Canva and our focus on 'crazy big goals' has remained. We set large aspirational goals and then work hard to figure out steps to eventually get there.,Since our earliest days we have 'set crazy big goals' and worked tirelessly to make them happen. We have 500+ people at Canva and our focus on 'crazy ,"Since our earliest days we have 'set crazy big goals' and worked tirelessly to make them happen. We have 500+ people at Canva and our focus on 'crazy big goals' has remained. We set large aspirational goals and then work hard to figure out steps to eventually get there.

For example our company's mission is 'to empower the world to design', in 2016 we launched in 20 languages, 2017 we launched in 100 and last year we tackled some of the trickier languages like Chinese and Arabic. While we haven't yet empowered 'the whole world' - the 'crazy big goal' has helped us to take strides in that direction and is now part of everything we do.

In this blog I dive into a little more detail about how we shape our company around goals and hope you find something helpful that you can apply!",https://www.linkedin.com/posts/melanieperkins_creating-a-goal-driven-culture-at-canva-activity-6510983116855836672-cRi6?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADOaIt0BRjLO-MIVji43gtwC0Bl2KRs6fXo
40,Melanie Perkins,0.2,220,18,238,Teacher,Entrepreneurship,Thought Leadership,Hook -> Punch Line,The New Hustle documentary that features the stories of 3 startups (Canva is one of them) went live on youtube today. Check it out: https://lnkd.in/gwvWPbF Luke Annear Cliff Obrecht  Justin Dry Andre Eikmeier,The New Hustle documentary that features the stories of 3 startups (Canva is one of them) went live on youtube today. Check it out: https://lnkd.in/gw,The New Hustle documentary that features the stories of 3 startups (Canva is one of them) went live on youtube today. Check it out: https://lnkd.in/gwvWPbF Luke Annear Cliff Obrecht  Justin Dry Andre Eikmeier,https://www.linkedin.com/posts/melanieperkins_the-new-hustle-activity-6318427478872428544-bMGf?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABJnN1EBg8SkzCDxZWBl3ARKtQSsamhRgWE
41,Melanie Perkins,0.2,186,18,224,Teacher,Leadership,Thought Leadership,Hook -> Insight -> Close,"Taking on any big goal is always going to be fraught with challenges and feel like a rollercoaster ride. However, for those who feel like they are on the outside (for many different reasons) it's going to be even more challenging. I feel like a lot gets written about what should and shouldn't be done, and deservedly so, but if you happen to be one of those people that feel like you are on the outside - here's some of the things I've learnt along the way. #changethestats","Taking on any big goal is always going to be fraught with challenges and feel like a rollercoaster ride. However, for those who feel like they are on ","Taking on any big goal is always going to be fraught with challenges and feel like a rollercoaster ride. However, for those who feel like they are on the outside (for many different reasons) it's going to be even more challenging. I feel like a lot gets written about what should and shouldn't be done, and deservedly so, but if you happen to be one of those people that feel like you are on the outside - here's some of the things I've learnt along the way. #changethestats",https://www.linkedin.com/posts/melanieperkins_a-message-for-those-who-feel-like-they-are-activity-6448057869664391168-01Ac?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADPPKZoBGm3auaTkRMiq2S8K_GGARf_bs9s
42,Melanie Perkins,0.1,176,8,187,Teacher,Leadership,Thought Leadership,Hook -> Insight -> Close,"In a couple of short minutes we can dramatically improve our teams and our performance, by simply asking those around you ‘how can I improve or make your job easier’. Despite how obvious it is - it's surprising how often we never do it. The question may make us feel vulnerable, the time may never seem right or we simply might not think of it. But asking this very simple question can help us to radically accelerate our learnings and relationships.","In a couple of short minutes we can dramatically improve our teams and our performance, by simply asking those around you ‘how can I improve or make y","In a couple of short minutes we can dramatically improve our teams and our performance, by simply asking those around you ‘how can I improve or make your job easier’. Despite how obvious it is - it's surprising how often we never do it. The question may make us feel vulnerable, the time may never seem right or we simply might not think of it. But asking this very simple question can help us to radically accelerate our learnings and relationships.

In this blog post, our performance coach Sarah Nanclares shares the best way to ask, give and receive feedback. If you have any other tips, please share them below!",https://www.linkedin.com/posts/melanieperkins_how-canva-is-building-a-feedback-culture-activity-6488928941468942336-6H4U?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADOaIt0BRjLO-MIVji43gtwC0Bl2KRs6fXo
43,Melanie Perkins,0.1,123,7,131,Teacher,Entrepreneurship,Practical Framework,Hook -> Punch Line,"Calling all photographers: Canva in conjunction with Pexels.com is hosting Sydney's most epic photo walk this Sunday from 4pm with pro photographer tips, models, snacks, drinks and lots of FUN! Please register here! https://lnkd.in/fCacvuQ",Calling all photographers: Canva in conjunction with Pexels.com is hosting Sydney's most epic photo walk this Sunday from 4pm with pro photographer ti,"Calling all photographers: Canva in conjunction with Pexels.com is hosting Sydney's most epic photo walk this Sunday from 4pm with pro photographer tips, models, snacks, drinks and lots of FUN! Please register here! https://lnkd.in/fCacvuQ
#photographers #startups",https://www.linkedin.com/posts/melanieperkins_sydneys-most-awesome-photowalk-activity-6473818589513252864-DKQv?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADPPKZoBGm3auaTkRMiq2S8K_GGARf_bs9s
44,Melanie Perkins,0.1,118,5,123,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,Very excited for this event in the Canva office on Monday featuring Shipra Mahindra from Canva and Brian Donohue,Very excited for this event in the Canva office on Monday featuring Shipra Mahindra from Canva and Brian Donohue  from Intercom.,"Very excited for this event in the Canva office on Monday featuring Shipra Mahindra from Canva and Brian Donohue
 from Intercom.",https://www.linkedin.com/posts/melanieperkins_managing-products-sydney-september-2017-activity-6314323852990218240-Mo1u?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABJnN1EBg8SkzCDxZWBl3ARKtQSsamhRgWE
45,Melanie Perkins,0.1,115,2,117,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,"Wonderful article featuring our Android Engineer, Elizabeth Veprik, on how Canva fosters inclusion and flexibility in the workplace.","Wonderful article featuring our Android Engineer, Elizabeth Veprik, on how Canva fosters inclusion and flexibility in the workplace.","Wonderful article featuring our Android Engineer, Elizabeth Veprik, on how Canva fosters inclusion and flexibility in the workplace.",https://www.linkedin.com/posts/melanieperkins_how-any-tech-company-can-attract-the-best-activity-6295432162955141120-hwXf?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABJnN1EBg8SkzCDxZWBl3ARKtQSsamhRgWE
46,Melanie Perkins,0.1,70,12,86,Teacher,Leadership,Personal Perspective,Hook -> Reflection -> Close,,,,https://www.linkedin.com/posts/melanieperkins_design-platform-canva-scores-15-million-activity-6057169860088053760-sKKU?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAE9FjwcBJGRSgTgkiFHepSyhZsiuckJGTk8
47,Melanie Perkins,0.1,70,11,84,Teacher,Leadership,Personal Perspective,Hook -> Reflection -> Close,,,,https://www.linkedin.com/posts/melanieperkins_canva-announces-additional-6-million-funding-activity-6001020120959324180-w7OJ?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAE9FjwcBJGRSgTgkiFHepSyhZsiuckJGTk8
48,Melanie Perkins,0.0,16,0,16,Teacher,Leadership,Personal Perspective,Hook -> Reflection -> Close,,,,https://www.linkedin.com/posts/melanieperkins_25-epic-design-tips-for-non-designers-activity-5948732480969269248-wkBX?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAE9FjwcBJGRSgTgkiFHepSyhZsiuckJGTk8
