full_text,likes,comments,shares,total_engagement,outlier_score,hook_type,topic,angle,structure,visual_format,first_line,hook_150,hook,url,date,_source,rank,followers,author_avg,source
"One of my early career mistakes was believing that 'expertise' is difficult or impossible to attain.

A Staff Engineer at Pinterest exposed my mistake: within 2 weeks, he knew more about the codebase than me, even though I had been working in that area for a year.

Not only did he ramp up dramatically faster, he was able to understand the abstractions far better than me. 

After a few more weeks, he understood several abstractions and libraries more deeply than anyone in the entire company.

Expertise is not something you magically get when you become senior enough. It's a prerequisite for seniority, and you can start building expertise today.

You can become more knowledgeable than anyone as long as you narrow the scope appropriately. e.g. ""In one afternoon, I can understand more about the flags to configure git log compared to anyone on my team of 10 people.""

Jordan Cutler talks more about this in his guide about becoming the go-to expert as a software engineer: https://lnkd.in/gBvqibJ2",107.0,9.0,2,,,Contrarian,Engineering/Technical,Contrarian/Challenge,Statement → Commentary,Text-only,One of my early career mistakes was believing that 'expertise' is difficult or impossible to attain.,"One of my early career mistakes was believing that 'expertise' is difficult or impossible to attain.

A Staff Engineer at Pinterest exposed my mistake",,,,dataset_alexis_dataset,,,,
"Coffee Chats Newsletter x Jordan Cutler, Senior Software Engineer at Pinterest just hit inboxes 🙌 

Read it here: https://lnkd.in/eXZwYHMC

What is Coffee Chats? Coffee Chats is a weekly newsletter featuring people in tech doing cool ass shit. Learn from people who work in big tech, what they do, and how they got there.",47.0,10.0,1,,,Teacher,Engineering/Technical,Insight/Observation,Statement → Commentary,Text-only,"Coffee Chats Newsletter x Jordan Cutler, Senior Software Engineer at Pinterest just hit inboxes 🙌","Coffee Chats Newsletter x Jordan Cutler, Senior Software Engineer at Pinterest just hit inboxes 🙌 

Read it here: https://lnkd.in/eXZwYHMC

What is Co",,,,dataset_alexis_dataset,,,,
"One common pattern I've seen among engineers who grow fast in their careers is their ability to learn from others' growth.

Here are some of the best no-fluff newsletters from staff engineers, principal engineers, and engineering directors that I like reading:

ChaiTime – Career growth, tech leadership, going from intern to Google director.
https://read.chaitime.ai

High Growth Engineer – Fast-tracking career tips from a Pinterest tech lead.
 https://lnkd.in/gn5PiqvZ

A Life Engineered – Life + tech reflections from Amazon principal engineer.
 https://lnkd.in/g7S6KQHG

The Pragmatic Engineer – Deep dives on engineering orgs and career moves.
 https://lnkd.in/gQuB5_K5

The Developing Dev – Staff engineer tips in tight, weekly bites.
 https://lnkd.in/gZXMcf5E

Techlead Mentor – People skills and mindset shifts for tech leads.
 https://lnkd.in/g9gN_rfb

Engineering Leadership – Tactical insights for new and growing managers.
 https://lnkd.in/gG44sSbk


Got any others you love? Or your favorite editions of these newsletters? Drop them below 👇",301.0,13.0,9,,,Teacher,Leadership/Management,Insight/Observation,Statement → Commentary,Text-only,One common pattern I've seen among engineers who grow fast in their careers is their ability to learn from others' growth.,"One common pattern I've seen among engineers who grow fast in their careers is their ability to learn from others' growth.

Here are some of the best",,,,dataset_alexis_dataset,,,,
"You are what you eat.

10 brain foods to grow as an engineer:


0. How Airbnb Processes 1M+ Events/Second In Real-Time:
► https://lnkd.in/dQXCHBce

1. 15 Battle-Tested Strategies To Reduce Latency (by Ashish):
► https://lnkd.in/dxgZAZJZ

2. The Complete Guide To Engineering Investigation Documents (by Jordan):
► https://lnkd.in/dW58HFmA

3. Engineering Leadership Roadmap 2025: (by Gregor):
► https://lnkd.in/dCfyxNuu

4. The Future Of Data Engineering With AI - 2025 Edition (by Zach):
► https://lnkd.in/dbvz2VDG

5. Zero To Software Engineer: 100+ Free Resources (by Francisco):
► https://lnkd.in/dEtQbnBc

6. Why Fastify + React Leaves Next.js In The Dust:
► https://lnkd.in/dne6dtDA

7. Python's New T-Strings Explained:
► https://lnkd.in/d76kGthv

8. Building 3D Graphics With DuckDB-WASM And SQL:
► https://lnkd.in/dgCwjvjG

9. All the Anthropic Free Courses for Coding with AI:
► https://lnkd.in/dqZcE-eb


I am packaging the other deep dives and trends in today's issue of Hungry Minds.

Join 50,001+ software engineers from big tech to startups here: https://lnkd.in/dkJiiBnf


What are you reading this week?

#softwarengineering #systemdesign #programming",479.0,54.0,43,,,Teacher,Engineering/Technical,Insight/Observation,Listicle/Breakdown,Text-only,You are what you eat.,"You are what you eat.

10 brain foods to grow as an engineer:


0. How Airbnb Processes 1M+ Events/Second In Real-Time:
► https://lnkd.in/dQXCHBce

1.",,,,dataset_alexis_dataset,,,,
"Great meeting with Jordan Cutler in Philadelphia last week.

We've met more than 2 years ago on LinkedIn, did a LOT of collaborations, including 2 newsletter articles.

Met in San Francisco last year at Plato Elevate conference where we both facilitated our roundtables.

And now happy to catch up once again in Philly.

It's really great how meeting people on LinkedIn can turn into such great friendships!

P.S. We'll both be having a talk at the Infoshare conference in Gdansk, PL in May, so will be awesome to catch up again.

2 newsletter collabs that we did:

1. Perfectionism - one of the biggest productivity killers in the engineering industry - https://lnkd.in/ehYmiz3V

2. How to use Cursor AI to build side projects - https://lnkd.in/d9gEwWPS",71.0,37.0,3,,,Teacher,Engineering/Technical,Insight/Observation,Story → Twist → Lesson,Text-only,Great meeting with Jordan Cutler in Philadelphia last week.,"Great meeting with Jordan Cutler in Philadelphia last week.

We've met more than 2 years ago on LinkedIn, did a LOT of collaborations, including 2 new",,,,dataset_alexis_dataset,,,,
"'Twas the night before Saturday, in Pinterest's Web app,
Jack Hsu and Mark Molinaro, with keyboards aglow,
Migrated from Flow to TypeScript, 3.7 MILLION LINES in one go.
ZERO incidents and bugs reported, their mission in sight,
""Merry TypeScript to all, and to all a good night!""",94.0,3.0,2,,,Teacher,General,Insight/Observation,Setup → Punchline,Text-only,"'Twas the night before Saturday, in Pinterest's Web app,","'Twas the night before Saturday, in Pinterest's Web app,
Jack Hsu and Mark Molinaro, with keyboards aglow,
Migrated from Flow to TypeScript, 3.7 MILLI",,,,dataset_alexis_dataset,,,,
"Today my wife taught me how boolean logic works 🤷️️️️️️
__________

I post regularly about software engineering, front end, memes, and more. 
Follow me Yangshun Tay and my company GreatFrontEnd",754.0,36.0,16,,,Teacher,Engineering/Technical,Humor/Satire,Setup → Punchline,Text-only,Today my wife taught me how boolean logic works 🤷️️️️️️,"Today my wife taught me how boolean logic works 🤷️️️️️️
__________

I post regularly about software engineering, front end, memes, and more. 
Follow m",,,,dataset_alexis_dataset,,,,
"You are what you eat.

10 brain foods to grow as an engineer:


0. How Airbnb Built Their Search System With One Embedding Model:
► https://lnkd.in/dSQMgKqm

1. The Ultimate Guide To Distributed System Failures (by Ashish):
► https://lnkd.in/d7emdjcR

2. 8 Strategies to Prevent System Overload (by Nikki):
► https://lnkd.in/drqCq8vn

3. Breaking Free From The Feature Factory Trap:
► https://lnkd.in/dEtarABs

4. A Technical Deep Dive Behind AI Chatbots (by Jordan):
► https://lnkd.in/dmq_VXh2

5. Google's Framework For Measuring Developer Success:
► https://lnkd.in/dCi6faee

6. Don't Give Up on Engineer-PM Collaboration Yet (by Gregor):
► https://lnkd.in/dyqYkwuE

7. Tech Interviews 2025: What's Changed And How To Prepare:
► https://lnkd.in/dQikUSpA

8. The Engineering Leader's Roadmap (by Francisco):
► https://lnkd.in/dnu37aiM

9. Awesome MCP Servers:
► https://lnkd.in/ddDbUhn4


I am packaging the other deep dives and trends in today's issue of Hungry Minds.

Join 50,001+ software engineers from big tech to startups here: https://lnkd.in/dkJiiBnf


What are you reading this week?

#softwarengineering #systemdesign #programming",142.0,42.0,8,,,Teacher,Product/Growth,Tactical/Framework,Listicle/Breakdown,Text-only,You are what you eat.,"You are what you eat.

10 brain foods to grow as an engineer:


0. How Airbnb Built Their Search System With One Embedding Model:
► https://lnkd.in/dS",,,,dataset_alexis_dataset,,,,
"Cursor AI can significantly help with productivity.

When I went through all the insights shared by the awesome engineering leaders in the article ""How to use AI to increase Software Development productivity,"" one thing was repeated in almost all cases.

A lot of leaders shared that the use of Cursor has significantly increased the Software Development productivity of their teams.

I used Cursor before, but haven’t made the switch from VS Code, but after going through the insights, I was convinced that it’s a good time to do a deeper dive.

In the newsletter article tomorrow, we will go through how you can use Cursor to build side projects and lucky for us, we'll also have 2 guests with us:
- Jordan Cutler, Senior Software Engineer at Pinterest and
- Sidwyn Koh, Staff Software Engineer at Meta.

They are building their side project called WriteEdge with Cursor and are sharing behind the scenes how they are doing that.

Plus I'll be sharing how I built the Engineering Leadership Endless Runner Game with Cursor as well.

Tomorrow, I'll send out the newsletter called: ""How to use Cursor AI to build side projects""

To not miss this article, make sure to join 124.6k+ engineering leaders here: https://lnkd.in/eNSKBMUf

P.S. This article is not sponsored by Cursor, we are just sharing our insights based on real-world experience in order to help you launch your side projects faster!",44.0,3.0,3,,,Teacher,Engineering/Technical,Personal Experience,Contrast Format,Text-only,Cursor AI can significantly help with productivity.,"Cursor AI can significantly help with productivity.

When I went through all the insights shared by the awesome engineering leaders in the article ""Ho",,,,dataset_alexis_dataset,,,,
"Today I'm launching my new book 🎉

How do you grow beyond senior as a designer?

I've taken over 6 months to answer this question in the most actionable way in my new book.

Most senior designers do not want to become managers. So I focused on the IC-roles (whether it's called Staff, Lead, or Principal at your organization).

I researched how 50+ companies evaluate designers and employees, including Etsy, Medium, Dropbox, Square, Figma, Zendesk, and Intercom.

I also interviewed 19 product designers on their progression at Figma, Instacart, Dropbox, Etsy, Twitter, and smaller companies.

The book includes actionable techniques that helped other designers get promoted beyond senior: understanding business, finding project opportunities, setting standards, selling ideas, mentoring, increasing visibility, and more.

(If you’re mid/junior-level, check out my previous book The Path to Senior Designer).

🔗 Link in my profile or next to my name above.",1392.0,93.0,32,,,Teacher,Leadership/Management,Data/Numbers,Statement → Commentary,Text-only,Today I'm launching my new book 🎉,"Today I'm launching my new book 🎉

How do you grow beyond senior as a designer?

I've taken over 6 months to answer this question in the most actionab",,,,dataset_alexis_dataset,,,,
"The Client Foundations org had the pleasure of hosting Chaitali Narla, former Google Director, for a talk on sponsorship in career growth.

A few key takeaways that resonated with the team:
1. Sponsorship differs from mentorship and coaching. It's about actively advocating for someone when they're not in the room.
2. It takes social capital, and your social capital changes across multiple dimensions - skill, domain, and people for example.
3. The part people often struggle with the most is making the ask. Many times leaders will advocate for you but need you to tell them how they can help.

I also appreciated that Chaitali gave a 3-step framework for people to find sponsorship (maybe she can share in the comments 😃).

Looking forward to the upcoming sponsorship requests to me and the Client Foundations leads! Thanks again for the great talk, Chaitali. It's greatly appreciated!",46.0,2.0,3,,,Contrarian,Leadership/Management,Contrarian/Challenge,Listicle/Breakdown,Text-only,"The Client Foundations org had the pleasure of hosting Chaitali Narla, former Google Director, for a talk on sponsorship in career growth.","The Client Foundations org had the pleasure of hosting Chaitali Narla, former Google Director, for a talk on sponsorship in career growth.

A few key",,,,dataset_alexis_dataset,,,,
"New feature: Chat with your tech spec!

Stuck figuring out how to improve your spec? You can now ask WriteEdge AI for feedback and suggestions!",17.0,2.0,2,,,Teacher,AI/ML,Insight/Observation,Setup → Punchline,Text-only,New feature: Chat with your tech spec!,"New feature: Chat with your tech spec!

Stuck figuring out how to improve your spec? You can now ask WriteEdge AI for feedback and suggestions!",,,,dataset_alexis_dataset,,,,
"Today is day one of the Web Foundations Summit at Pinterest HQ in San Francisco! 🕸️ 📌 We kicked things off this morning with a great fireside chat (air squats included!) with our CTO, Matt Madrigal.

Over the next two days we've got a packed agenda that includes deep dives, cross-team syncs, round table discussions, and some ping pong too! 🏓 

Major kudos to Manuel Lara, Vasanth Krishnamoorthy, Marykarla Hernandez, and Roger Wang for making this happen!",108.0,4.0,2,,,Teacher,Leadership/Management,Insight/Observation,Statement → Commentary,Text-only,Today is day one of the Web Foundations Summit at Pinterest HQ in San Francisco! 🕸️ 📌 We kicked things off this morning with a great fireside chat (ai,Today is day one of the Web Foundations Summit at Pinterest HQ in San Francisco! 🕸️ 📌 We kicked things off this morning with a great fireside chat (ai,,,,dataset_alexis_dataset,,,,
"🔮 How much time should you invest in estimating a project?


It depends on the level of confidence you want to achieve.

- In some specific cases, it's critical to have a very clear picture before starting.
- While in the majority of cases, you can adjust your estimates on the go.

📊 Should you always estimate projects?

- Yes, in 85% of cases.
- Avoid estimating R&D projects.

💡 How can you practically estimate a new feature or a new project?

I can't tell you everything here, but you're in luck! 

Jordan Cutler did a deep dive on this in my latest newsletter article that just went out.

Check it out and find much more about estimating projects! 👇

https://lnkd.in/ddmhXgGF

Shoutout to Tom Hill and his ""slices of value"" which I really appreciated and mentioned in the newsletter 🙂

♻️ PLEASE REPOST IF YOU FOUND IT USEFUL, IT MEANS A LOT TO ME.

---
#estimates #management #leadership #productivity #time",50.0,31.0,2,,,Teacher,Product/Growth,Insight/Observation,Listicle/Breakdown,Text-only,🔮 How much time should you invest in estimating a project?,"🔮 How much time should you invest in estimating a project?


It depends on the level of confidence you want to achieve.

- In some specific cases, it'",,,,dataset_alexis_dataset,,,,
"There's one aspect of engineering that, in my experience, is more challenging than anything else.


🔮 Estimates.

Estimating a project often leads to friction and frustration among teams.

Why?

🤝 Lack of collaboration: teams frequently work in silos rather than uniting to achieve a common objective.

🧠 Lack of knowledge: there is often no mutual understanding of each other’s fields.

🌐 Multiple teams involved: more teams involved = more complexity

🎯 Estimations are essentially guesses: even when some factors are known, they are still largely speculative.

However, while the practice of estimating projects depends on company and team culture, in some cases, estimates are crucial, especially when:

🎯 The product team needs to decide on priorities
👥 Multiple parties are involved
⏳ The project is time-sensitive

If you want to learn more about how to estimate projects effectively, I'll be sharing an article on the subject with my ~17K subscribers tomorrow.

But there's more.

To provide you with a well-rounded perspective, I’ve teamed up with my friend Jordan Cutler who will share his extensive experience as a Senior Software Developer and teacher at Maven. 

Specifically, he will guide you through a practical and actionable use case of how he approaches project estimation!

Don't miss out on it! 

Subscribe to The Hybrid Hacker newsletter today, and you'll receive the article  straight in your inbox tomorrow morning! 👇

https://lnkd.in/dA8yCkqT

♻️ PLEASE REPOST IF YOU FOUND IT USEFUL, IT MEANS A LOT TO ME.

---
#estimates #management #leadership #product #productivity",408.0,65.0,19,,,Teacher,Leadership/Management,Personal Experience,Statement → Commentary,Text-only,"There's one aspect of engineering that, in my experience, is more challenging than anything else.","There's one aspect of engineering that, in my experience, is more challenging than anything else.


🔮 Estimates.

Estimating a project often leads to",,,,dataset_alexis_dataset,,,,
"This is what I would do if I would be looking for a new engineering/engineering leadership role.

1. First, I would make sure that my CV is on point
It's the first impression that a hiring manager gets of you, and you must leave a good one.

2. Ensure that my LinkedIn profile is updated and optimized
Personally, LinkedIn has been huge for my career, as almost all the roles I've gotten have come through it. Either people contacted me directly, referred me, or I applied to a specific role.

3. Find 3-5 roles that fit with what I would be looking for
The reason for this is that the strategy called “spray and pray”, where you just send infinite CVs to infinite companies, normally doesn’t work so well, as companies receive a LOT of submissions.

4. Find the hiring manager or recruiter responsible for the role on LinkedIn
I would contact that person through LinkedIn and ask them a few questions about the role. Something that would be interesting for me to know and that would give me a better overview of what I can expect.

5. I would try to stand out in this step already
I would record a video, it would be a Loom video or something else, where I would share improvements (suggestions) to the product or service related to the company I am applying to. I would submit my CV and send the hiring manager the video.

Even though this takes more time, especially if you are doing this for 3-5 companies, it’s a LOT better approach than just sending CVs and hoping for the best.

Doing this will make it impossible for a hiring manager to ignore you.

To learn more, read my latest article titled ""My Advice For Engineers and Engineering Leaders to Get a New Role Faster"" here: https://lnkd.in/eFYsB5pk

2 resources included in the article:
🎁 Recommended CV example by Jordan Cutler
🎁 List of questions I have been asking on the behavioral interviews",39.0,20.0,3,,,Teacher,Leadership/Management,Insight/Observation,Listicle/Breakdown,Text-only,This is what I would do if I would be looking for a new engineering/engineering leadership role.,"This is what I would do if I would be looking for a new engineering/engineering leadership role.

1. First, I would make sure that my CV is on point
I",,,,dataset_alexis_dataset,,,,
"One of the biggest regrets in my career was not being aware of engineering career levels early enough.

Learn from my mistake, I don't want the same to happen to you.

Understanding what is expected of each engineering level would have helped me make better decisions earlier in my career.

I put together this mega engineering levels cheatsheet from junior levels up to staff level. 

If you are an engineer, go through it and see if you are due for a promotion, or identify gaps and work towards the next level.

If you are a student, get a sense of what is expected of you as you progress in your career.

Note: These are general guidelines for the standard tech company, using Meta and Google as reference. There can and will be deviations/exceptions depending on company culture and priorities (e.g. some high level engineers still write a lot of code).

#softwareengineering #career #faang #meta #google
__________

I post regularly about software engineering, front end, memes, and more. 
Follow me Yangshun Tay and my company GreatFrontEnd",3139.0,72.0,299,,,Teacher,Engineering/Technical,Humor/Satire,Statement → Commentary,Text-only,One of the biggest regrets in my career was not being aware of engineering career levels early enough.,"One of the biggest regrets in my career was not being aware of engineering career levels early enough.

Learn from my mistake, I don't want the same t",,,,dataset_alexis_dataset,,,,
"Apprentice Engineer applications are opening soon. 📣The Pinterest Apprenticeship Program is an opportunity for candidates from non-traditional career backgrounds and those who face barriers of entry into the tech industry to experience engineering at Pinterest. 

🤔 What’s it like to be an Apprentice Engineer at Pinterest? Here’s what Leonardo Arellano da Silva shared about his experience: 

“As an Apprentice, I have had the opportunity to work on real-world projects at a large scale. This experience, along with guidance from mentors and teammates, has been invaluable in enhancing my knowledge and skills as an engineer.”

🔔 Join our Apprenticeship Talent Community to be the first to know when applications are open. https://lnkd.in/ewfX9QbN",345.0,19.0,41,,,Teacher,Engineering/Technical,Insight/Observation,Statement → Commentary,Text-only,Apprentice Engineer applications are opening soon. 📣The Pinterest Apprenticeship Program is an opportunity for candidates from non-traditional career ,Apprentice Engineer applications are opening soon. 📣The Pinterest Apprenticeship Program is an opportunity for candidates from non-traditional career,,,,dataset_alexis_dataset,,,,
"Now is the time to upskill. Stop thinking about how AI will eliminate your role and start thinking about how it will elevate it. Jordan Cutler’s advice? Diversify your skillset:

“Develop your people and AI skills, use AI to solve problems and ensure you have the people skills to work with *anyone*”.

He advises entry-level engineers to follow the 3 E’s framework:

- Education: Evolve your understanding of the foundations, for example, embeddings and AI's probabilistic nature and randomness. There are AI courses on Udemy that can help.

- Exposure: Curate your “information diet” and read content from credible experts (e.g., Ruben Hassid), whether in newsletters or following them on LinkedIn.

- Experience: Start building products. AI can guide you to an output, and you’ll quickly understand whether your code has worked.

For more tenured engineers, he recommends using AI to improve communication and design better systems:
- Use tools like v0 to get to a higher fidelity prototype with minimal effort
- Use tools like WriteEdge and @chatPRD to discuss/debate ideas

In summary: use AI to reduce the “time to value” for a product

We discuss this and more in this week’s edition of Hiring Humans (We also share some great resources to feed your information diet too 👀)",24.0,7.0,3,,,Contrarian,Engineering/Technical,Contrarian/Challenge,Listicle/Breakdown,Text-only,Now is the time to upskill. Stop thinking about how AI will eliminate your role and start thinking about how it will elevate it. Jordan Cutler’s advic,Now is the time to upskill. Stop thinking about how AI will eliminate your role and start thinking about how it will elevate it. Jordan Cutler’s advic,,,,dataset_alexis_dataset,,,,
"You are what you eat.

10 brain foods to grow as an engineer:


0. System Design 101: YouTube with 2.5 Billion Users (by Ashish)
► https://lnkd.in/dXBBF7-4

1. Chaos Engineering: The Key To Bulletproof Systems (by Nikki):
► https://lnkd.in/ddUdW3H5

2. The Complete Guide To CDNs (by Dr Milan Milanović):
► https://lnkd.in/d2Hg3RzJ

3. Change Data Capture is The Future Of Data Engineering:
► https://lnkd.in/dua84GmS

4. How the Best Engineers 10X Their Productivity (by Francisco):
► https://lnkd.in/dTss8vvm

5. Essential Templates Every Software Engineer Needs (by Jordan):
► https://lnkd.in/dD_TnhXH

6. The Software Engineer's Guide to Emotional Intelligence (by Gregor):
► https://lnkd.in/d7rf39hK

7. Zero-Downtime Postgres Upgrades Made Simple:
► https://lnkd.in/dWuzBsaU

8. The Hidden Complexities Of WebSocket Scaling:
► https://lnkd.in/dXAswPhk

9. CSS Container Queries 101:
► https://lnkd.in/dTeaAV45


I am packaging the other deep dives and trends in today's issue of Hungry Minds.

Join 45,001+ software engineers from big tech to startups here: https://lnkd.in/dkJiiBnf

Credit on IG: fabianzelayahn


What are you reading this week?

#softwarengineering #systemdesign #programming",1242.0,77.0,111,,,Teacher,Engineering/Technical,Tactical/Framework,Listicle/Breakdown,Text-only,You are what you eat.,"You are what you eat.

10 brain foods to grow as an engineer:


0. System Design 101: YouTube with 2.5 Billion Users (by Ashish)
► https://lnkd.in/dXB",,,,dataset_alexis_dataset,,,,
"Software engineering is not dead. Far from it. Jordan Cutler, senior software engineer at Pinterest and author of the High Growth Engineer newsletter (>80k subscribers), says:

Our expectations for each level of software engineer have changed.

If you were previously a junior engineer who needed handholding to start writing code, you could use AI to write code like a mid-level engineer.

Mid-level engineers can use AI to produce the output of a senior engineer. A senior engineer + AI = a Staff engineer, and so on and so forth.

⏭︎ In next week’s edition of Hiring Humans, Charchris Sloan, Jordan, and I discuss:

- The advice Jordan gives to entry-level software engineers
- The importance of the “information diet” for keeping up with AI developments
- How to use AI to improve communication and design better systems
- The engineering skills that companies will interview for in the future

🗓️ Post dropping on 06/02",95.0,22.0,3,,,Magician,Engineering/Technical,Insight/Observation,Listicle/Breakdown,Text-only,"Software engineering is not dead. Far from it. Jordan Cutler, senior software engineer at Pinterest and author of the High Growth Engineer newsletter ","Software engineering is not dead. Far from it. Jordan Cutler, senior software engineer at Pinterest and author of the High Growth Engineer newsletter",,,,dataset_alexis_dataset,,,,
"As engineers, our greatest tool isn’t our code.

It’s our writing.

Writing helps us share ideas, align teams, and explain decisions. 

Writing well makes everything clearer and more impactful.

Here’s how I write better at work:

1/ Know your audience: Who will read this? What do they already know? Tailor your writing to their needs.

2/ Clarify your core message: What am I trying to convey? Use short sentences. Avoid jargon when possible.

3/ Continuously edit your work: Your first draft is never perfect. I always read and tweak my writing multiple times.

4/ Seek feedback from senior folks: Reach out to senior engineers to review and give feedback. Their perspectives are valuable.

P.S. Want to write like a senior engineer? Jordan Cutler and I are launching WriteEdge – a platform to help you write tech specs & project updates like a senior engineer. Get simulated feedback from tech leads, product managers, and CTOs. Check it out:",136.0,15.0,5,,,Teacher,Engineering/Technical,Insight/Observation,Statement → Commentary,Text-only,"As engineers, our greatest tool isn’t our code.","As engineers, our greatest tool isn’t our code.

It’s our writing.

Writing helps us share ideas, align teams, and explain decisions. 

Writing well m",,,,dataset_alexis_dataset,,,,
"Welcome to Tech Advent Calendar - Day 14! 📆🎄🎅🏼

Today, I'm delighted to spotlight an outstanding member of the software engineering community, Jordan Cutler! 🎁✨

Jordan is the author of the High Growth Engineer newsletter, where he shares valuable insights and advice on various topics beyond mere coding 💎 

His focus includes:

🎙️ Communication skills: Essential for effective collaboration and career advancement.

🏀 Teamwork and collaboration: Strategies to enhance team dynamics and productivity.

💰 Understanding business aspects: Bridging the gap between tech and business for better decision-making.

🚀 Career planning: Guidance on navigating your career path effectively.

So, grab your favorite drink ☕🫖, get comfy 🕯️🛋️🕯️, and dive into this career booster!

Links to the resources in the comments below👇👇👇🔗

Happy learning, happy coding! 🚀

#TechAdventCalendar #ContinuousLearning #DeveloperCommunity #SoftSkills #SoftwareEngineering #WebDevelopment",13.0,4.0,1,,,Teacher,Product/Growth,Insight/Observation,Statement → Commentary,Text-only,Welcome to Tech Advent Calendar - Day 14! 📆🎄🎅🏼,"Welcome to Tech Advent Calendar - Day 14! 📆🎄🎅🏼

Today, I'm delighted to spotlight an outstanding member of the software engineering community, Jordan",,,,dataset_alexis_dataset,,,,
"Business school teaches you about Porter's 5 Forces, SWOT etc., but you don't need that on the job. Here are frameworks you'll actually use:

Throughout December, I'll share 𝗼𝗻𝗲 𝗵𝗲𝗹𝗽𝗳𝘂𝗹 𝗿𝗲𝘀𝗼𝘂𝗿𝗰𝗲 𝗼𝗿 𝗴𝘂𝗶𝗱𝗲 𝗲𝘃𝗲𝗿𝘆 𝗱𝗮𝘆 that will help you grow your career.

𝙏𝙤𝙙𝙖𝙮: Frameworks that are actually useful.

1️⃣ 𝗠𝗘𝗖𝗘

MECE is the GOAT 🐐 of frameworks. It's less of a standalone framework in itself, but rather a principle that will help you make other frameworks more impactful.

It stands for 𝗠utually 𝗘xclusive and 𝗖ollectively 𝗘xhaustive. This means when you're breaking down a problem, the segments you choose don't overlap and also cover every possibility.

For example, breaking users into groups like ""new users"" and ""daily active users"" is not helpful for most analyses because a user can be both (new and active daily).

For a deep dive on MECE and how to apply it in interviews, problem solving and on-the-job communication, check out my recent guest post on Jordan Cutler's newsletter: https://lnkd.in/emRSMFM6

2️⃣ 𝗜𝘀𝘀𝘂𝗲 𝘁𝗿𝗲𝗲𝘀

Issue trees help you bring structure into complicated problems or investigations.

Instead of listing out random options, you are creating a structured hierarchy in the shape of a tree (see image).

• 𝗦𝘁𝗲𝗽 𝟭: ARR is down? Could be fewer deals, lower win rates, or smaller deal sizes
• 𝗦𝘁𝗲𝗽 𝟮: Win rates are lower? Could be driven by a conversion drop at any stage of the funnel

etc.

This ensures you can rule out options one-by-one and eventually find the issue or solution. And of course, this works best if your issue tree is 𝗠𝗘𝗖𝗘 😉

𝙒𝙖𝙣𝙩 𝙩𝙤 𝙡𝙚𝙖𝙧𝙣 𝙝𝙤𝙬 𝙩𝙤 𝙙𝙤 𝙩𝙝𝙞𝙨 𝙞𝙣 𝙥𝙧𝙖𝙘𝙩𝙞𝙘𝙚? Here's the best guide I've read on the topic recently (by Tessa Xie): https://lnkd.in/epKauXXz

3️⃣ 𝟮𝘅𝟮 𝗠𝗮𝘁𝗿𝗶𝘅

It's easy to make fun of 2x2 matrices as a simple consultant tool to impress gullible CEOs. But the simplicity is what makes them so useful.

Anyone can make a problem more complicated, but that doesn't help solve it. Our job is to 𝘀𝗶𝗺𝗽𝗹𝗶𝗳𝘆 complex issues.

So next time you're faced with a difficult trade-off or decision, try to boil it down to the two dimensions that really matter and put your options into the four boxes. Chances are, it will be much easier to align on the path forward with others.",48.0,8.0,1,,,Contrarian,Leadership/Management,Contrarian/Challenge,Statement → Commentary,Text-only,"Business school teaches you about Porter's 5 Forces, SWOT etc., but you don't need that on the job. Here are frameworks you'll actually use:","Business school teaches you about Porter's 5 Forces, SWOT etc., but you don't need that on the job. Here are frameworks you'll actually use:

Througho",,,,dataset_alexis_dataset,,,,
"You are missing a lot of growth by not following these newsletters: 👇
 
 
• The Hustling Engineer (https://bit.ly/3Yyf6BH) by Hemant Pandey 

• AlgoMaster (https://bit.ly/46DhuJA) by Ashish Pratap Singh  

• The T-Shaped Dev (https://bit.ly/4dtKm97) by Petar Ivanov 

• System Design Newsletter (https://bit.ly/4ciyaXN) by Neo Kim 

• Leadership Letters (https://bit.ly/3SFDa1Y) by Akash Mukherjee 

• The Hybrid Hacker (https://bit.ly/3SCrJYW) by Nicola Ballotta 
 
• Engineering Leadership (https://bit.ly/46w7nWZ) by Gregor Ojstersek 

• Techlead Mentor (https://bit.ly/4fwuKnk) by Raviraj Achar 

• Leading Developers (https://bit.ly/3yuMvmi) by Anton Zaides 
 
• High Growth Engineer (https://bit.ly/3YsekX0) by Jordan Cutler 
 
• Strategize Your Career (https://bit.ly/3WSUBP9) by Francisco Manuel Soto Ramírez 

• The Curious Soul’s Corner (https://bit.ly/4friynX) by Gourav Khanijoe  

• Product For Engineers (https://bit.ly/3Mcz11B) by Ian Vanagas

• Byte Sized Design (https://bit.ly/3WZ8Dxx) by Alexandre Zajac 

• The ML Engineer Insights (https://bit.ly/3AxB3He) by Kartik Singhal  

• The Curious Mak (https://lnkd.in/guqVHuYx) by Mayank A. 

 
 
Feel free to add more in the comments below ⤵️

#growth",73.0,9.0,8,,,Teacher,Leadership/Management,Insight/Observation,Listicle/Breakdown,Text-only,You are missing a lot of growth by not following these newsletters: 👇,"You are missing a lot of growth by not following these newsletters: 👇
 
 
• The Hustling Engineer (https://bit.ly/3Yyf6BH) by Hemant Pandey 

• AlgoMa",,,,dataset_alexis_dataset,,,,
