rank,author,outlier_score,likes,comments,total_engagement,hook_type,topic,angle,structure,first_line,hook_150,full_text,url
44,Leila Hormozi,0.9,1172,190,1392,Teacher,Entrepreneurship,Thought Leadership,Hook -> Insight -> Close,I don’t just hire for experience.,I don’t just hire for experience. I don’t just hire for past titles. I don’t just hire for past companies. I don’t just hire someone for their resume.,"I don’t just hire for experience.
I don’t just hire for past titles.
I don’t just hire for past companies.
I don’t just hire someone for their resume.

My company's ability to recruit A++ talent has NOT been based on their experience, past titles, past companies, or any of that. 

I've been able to recruit A+ talent by being able to see the skill under all of that. I hire someone for skill and their ability to learn new skills faster than anyone else.

Experience is only relevant as it approximates to a skill.",https://www.linkedin.com/posts/leilahormozi_i-dont-just-hire-for-experience-i-dont-activity-7412900504130727936-yTSN?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADoDRnIB0ZG9fIounZFbjwijD_YZilgq11A
45,Leila Hormozi,0.9,1151,212,1382,Teacher,Career Growth,Thought Leadership,Hook -> Numbered List -> CTA,"Alex Hormozi, Sharran Srivatsaa and I are hiring for a sales role.","Alex Hormozi, Sharran Srivatsaa and I are hiring for a sales role. It’s fully remote!!  This role is a Sales Development Representative (Setter). SDRs","Alex Hormozi, Sharran Srivatsaa and I are hiring for a sales role.
It’s fully remote!!

This role is a Sales Development Representative (Setter). SDRs at Acquisition.com are offered: 
- Uncapped commissions. 
- Professional Skill Development. 
- Daily sales training & 1-1 coaching.
- Performance-based career growth.

So if you're a top performer, you work harder than everyone around you, and you want to grow. Acquisition.com is the place for you. (Bonus if you've sold to small business owners or tried to launch a business yourself.)

What You'll Do: 
- 200+ outbound dials daily
- Follow our proven sales process
- Train with your coach every day
- Manage your pipeline properly
- Be a team player

Link to apply is in the comments!",https://www.linkedin.com/posts/leilahormozi_alex-hormozi-sharran-srivatsaa-and-i-are-activity-7427713313167355904-LBwy?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAF0h804BS8CSsxKfHuuVAt0SlpsVQjX4_Xs
46,Leila Hormozi,0.9,1140,203,1360,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,The most dangerous thing that can happen to a leader is thinking they don't need their team.,The most dangerous thing that can happen to a leader is thinking they don't need their team.,The most dangerous thing that can happen to a leader is thinking they don't need their team.,https://www.linkedin.com/posts/leilahormozi_the-most-dangerous-thing-that-can-happen-activity-7403844566858117123-Ipzi?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACTIj54B0UvtOEbCnas4KB9jkB0pASBFpUw
47,Leila Hormozi,0.9,1112,217,1357,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,The best leaders take the blame and give the credit.,The best leaders take the blame and give the credit.,The best leaders take the blame and give the credit.,https://www.linkedin.com/posts/leilahormozi_the-best-leaders-take-the-blame-and-give-activity-7422669943164538880-OZ_q?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFQtbscBR0jl8XDw0uqbocpzD1eHL7ZCUmc
48,Leila Hormozi,0.9,1116,202,1349,Teacher,Leadership,Thought Leadership,Observation -> Question,motto for 2026?,motto for 2026?,motto for 2026?,https://www.linkedin.com/posts/leilahormozi_motto-for-2026-activity-7416531941547499520-96sP?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC_ifSIBLNKN-CYmgkfIGEtul2vGCEXomr8
49,Leila Hormozi,0.9,1100,182,1332,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,Giving feedback is a leadership skill.,Giving feedback is a leadership skill.  Giving feedback is a leadership skill.  Giving feedback is a leadership skill.  Giving feedback is a leadershi,"Giving feedback is a leadership skill. 
Giving feedback is a leadership skill. 
Giving feedback is a leadership skill. 
Giving feedback is a leadership skill. 

Leadership isn’t doing the job for your team. It’s giving them the tools to succeed with clear expectations, measurement, and feedback.",https://www.linkedin.com/posts/leilahormozi_giving-feedback-is-a-leadership-skill-giving-ugcPost-7419372104346755072-uK1p?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAE9RxIABTzVWAJdUWiMfVOc97D6SdiB2L20
50,Leila Hormozi,0.9,1100,182,1332,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,Giving feedback is a leadership skill.,Giving feedback is a leadership skill.  Giving feedback is a leadership skill.  Giving feedback is a leadership skill.  Giving feedback is a leadershi,"Giving feedback is a leadership skill. 
Giving feedback is a leadership skill. 
Giving feedback is a leadership skill. 
Giving feedback is a leadership skill. 

Leadership isn’t doing the job for your team. It’s giving them the tools to succeed with clear expectations, measurement, and feedback.",https://www.linkedin.com/posts/leilahormozi_giving-feedback-is-a-leadership-skill-giving-activity-7420495575185305600-NaV7?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFQtbscBR0jl8XDw0uqbocpzD1eHL7ZCUmc
51,Leila Hormozi,0.9,1100,178,1329,Teacher,Career Growth,Thought Leadership,Hook -> Insight -> Close,"A month into onboarding a new teammate. One of my managers came to me and said: ""I need to fire this woman.""","A month into onboarding a new teammate. One of my managers came to me and said: ""I need to fire this woman.""  I was shocked...  I'd interviewed this p","A month into onboarding a new teammate. One of my managers came to me and said: ""I need to fire this woman.""

I was shocked...

I'd interviewed this person myself. She was perfect - skill match, culture match, everything we needed. So I asked the manager to show me how she onboarded her new hire. The answer? Basically nothing.

Here's the truth: If you've vetted someone properly and they're failing, it's almost always an onboarding problem, not a people problem. So we re-onboarded this person. That was four years ago. She's still with us, absolutely crushing it.

Most companies lose teammates because they confuse orientation with onboarding. Orientation is paperwork and passwords. Onboarding is setting someone up to actually succeed...

The cost of bad onboarding: Losing someone before their first year costs 100-300% of their salary. But that's not even the worst part. Every poorly onboarded teammate tells your team that you don't invest in people. That success here is sink or swim. That you don't actually care about them...

You can either take the time now, or pay the price later. Onboard right or do it twice.",https://www.linkedin.com/posts/leilahormozi_a-month-into-onboarding-a-new-teammate-one-activity-7425938901074178048-ngHv?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAE9RxIABTzVWAJdUWiMfVOc97D6SdiB2L20
52,Leila Hormozi,0.9,1014,278,1308,Teacher,Leadership,First-Person Insight,Hook -> Punch Line,My life began when:,My life began when:      I stopped blaming others for what they did to me and started taking responsibility for how I chose to respond.,"My life began when: 




I stopped blaming others for what they did to me and started taking responsibility for how I chose to respond.",https://www.linkedin.com/posts/leilahormozi_my-life-began-when-i-stopped-blaming-activity-7420152035595051009-2jTh?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACduEjUB9RjUluiHlrWu9gJkcoqkDVIC-IE
53,Leila Hormozi,0.9,1009,246,1287,Teacher,Motherhood / Family,Direct Advice,Hook -> List -> Insight,You don't need more motivation.,You don't need more motivation.    You need a reason so strong that failure isn't an option.   - Leila 💅,"You don't need more motivation. 


You need a reason so strong that failure isn't an option.


- Leila 💅",https://www.linkedin.com/posts/leilahormozi_you-dont-need-more-motivation-you-need-activity-7407827081566384128-ZQo1?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADIHSrYB0VN74S2_WK7zbYcbyeSJzXf_OWM
54,Leila Hormozi,0.8,1036,170,1258,Teacher,Leadership,Direct Advice,Hook -> Punch Line,"Success takes longer than you expect, then happens faster than you can imagine.","Success takes longer than you expect, then happens faster than you can imagine.","Success takes longer than you expect, then happens faster than you can imagine.",https://www.linkedin.com/posts/leilahormozi_success-takes-longer-than-you-expect-then-activity-7402757403274092544-_aPR?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFjYP_cBgq5oikFRy29mtR2t-BhcVxV6YQw
55,Leila Hormozi,0.8,963,278,1253,Teacher,Motherhood / Family,Thought Leadership,Hook -> List -> Insight,Step-by-step guide on how to NEVER find your future spouse:,Step-by-step guide on how to NEVER find your future spouse:     1. Never improve yourself. 2. Never get better at anything. 3. Never leave your house.,"Step-by-step guide on how to NEVER find your future spouse: 



1. Never improve yourself.
2. Never get better at anything.
3. Never leave your house.
4. Manifest your future spouse, hope that they appear at your door.
5. Date for looks only. Prioritize looks over values.
6. Never do work in your relationship IF you are already in one. The moment they make a mistake break up with them on the spot.",https://www.linkedin.com/posts/leilahormozi_step-by-step-guide-on-how-to-never-find-your-activity-7402032630432731136-zeoi?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFjYP_cBgq5oikFRy29mtR2t-BhcVxV6YQw
56,Leila Hormozi,0.8,1054,91,1200,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,Your guide to who to HIRE and who to FIRE ➡️,Your guide to who to HIRE and who to FIRE ➡️,Your guide to who to HIRE and who to FIRE ➡️,https://www.linkedin.com/posts/leilahormozi_your-guide-to-who-to-hire-and-who-to-fire-activity-7426628177382240256-oZZ2?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAE9RxIABTzVWAJdUWiMfVOc97D6SdiB2L20
57,Leila Hormozi,0.8,932,233,1193,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,The opportunity you're looking for is in the hard work you're avoiding.,The opportunity you're looking for is in the hard work you're avoiding.,The opportunity you're looking for is in the hard work you're avoiding.,https://www.linkedin.com/posts/leilahormozi_the-opportunity-youre-looking-for-is-in-activity-7417973942277091328-_YNr?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACduEjUB9RjUluiHlrWu9gJkcoqkDVIC-IE
58,Leila Hormozi,0.8,1034,145,1188,Teacher,Personal Development,Thought Leadership,Hook -> Punch Line,What looks like confidence is often just consistent discipline.,What looks like confidence is often just consistent discipline.,What looks like confidence is often just consistent discipline.,https://www.linkedin.com/posts/leilahormozi_what-looks-like-confidence-is-often-just-activity-7428841778713108480-iNyf?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAER_BBABGhA9dGZybaazDxY9GE7jgGPFMtc
59,Leila Hormozi,0.8,894,250,1162,Teacher,Finance / Money,Thought Leadership,Hook -> Punch Line,Trade time for skills.,"Trade time for skills. Skills for money. Money for more time. Then, repeat.","Trade time for skills.
Skills for money.
Money for more time.
Then, repeat.",https://www.linkedin.com/posts/leilahormozi_trade-time-for-skills-skills-for-money-activity-7424134530455810048-vEXG?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAE9RxIABTzVWAJdUWiMfVOc97D6SdiB2L20
60,Leila Hormozi,0.7,917,171,1126,Teacher,Personal Development,Thought Leadership,Observation -> Question,Want confidence? Do the exact thing you’re scared of.,Want confidence? Do the exact thing you’re scared of.,Want confidence? Do the exact thing you’re scared of.,https://www.linkedin.com/posts/leilahormozi_want-confidence-do-the-exact-thing-youre-activity-7400216924237881344-a9FD?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFjYP_cBgq5oikFRy29mtR2t-BhcVxV6YQw
61,Leila Hormozi,0.7,898,199,1114,Teacher,Motherhood / Family,Personal Story,Hook -> List -> Insight,"“I am so far away from where I wanted to end up in life this year.""","“I am so far away from where I wanted to end up in life this year."" ""I didn't accomplish my goals this year.”   When I was 18 my life was going wrong ","“I am so far away from where I wanted to end up in life this year.""
""I didn't accomplish my goals this year.”


When I was 18 my life was going wrong in pretty much every area you can imagine: 
- Doing drugs and drinking
- Arrested 6 times
- 85 pounds overweight
- Flunking out of school
- No real friends

I continued to fail until I hit my first major ‘rock bottom’ moment… It was the sixth time I got arrested. The police took me home to my dad’s house. I remember sitting in the living room and my dad saying to me, “I don’t care if you want to keep doing this, but I have to tell you, I do think you’re going to kill yourself. I think you’re going to drink and do drugs so much that you’re going to die.”

The toughest part in hearing that was that I knew he was right. I realized that I had been a victim of my life and let all these feelings and emotions dictate how I act. That night I made a commitment to change my life.

- No more parties
- No more social media
- No more drinking or drugs
- No more unhealthy food or being lazy
- No more hanging out with the same people

I dedicated myself to becoming the person I always wanted to be, which started with changing my mind. Here are the 3 tools I used to become the person I always wanted to be:

1) Negative Visualization: I started asking myself productive questions… “If I continue to do this and I do not change, what happens 5 years from now?”

2) Increased My Frustration Tolerance: 
Why did I eat? → Because I didn’t want to tolerate feeling hungry
Why did I drink? → Because I didn’t want to tolerate feeling anxious
Why did I flunk school? → Because I didn’t want to tolerate feeling like I wasn’t good at something. High achievers are able to tolerate large amounts of unwanted thoughts & feelings. Here’s the crazy part about feelings...the more you step into them, the more they dissipate. Increase your frustration tolerance with the following:

1. Accept the frustration
2. Label the frustration
3, Create realistic mental cues around the frustration

“I may feel anxious, hungry, and alone, but I can become the person I want to be if I work hard enough.”

3) Proving My Brain Wrong: Thoughts are not facts and emotions are not commands. Here are 5 questions I ask myself to prove my brain wrong:

1. Is it true?
2. Is it absolutely true?
3. How does this thought make me feel?
4. Is it a productive thought?
5. What would it be like if I didn’t believe this thought?

Build a case on why your thoughts are not true. This will help you convince yourself of new thoughts that will lead to the life you want.",https://www.linkedin.com/posts/leilahormozi_i-am-so-far-away-from-where-i-wanted-to-activity-7412183291706978304-O56e?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADoDRnIB0ZG9fIounZFbjwijD_YZilgq11A
62,Leila Hormozi,0.7,898,183,1094,Teacher,Motherhood / Family,Thought Leadership,Hook -> List -> Insight,how to NEVER get promoted:,how to NEVER get promoted:   1. Ask your boss to do a part of your daily tasks.  2. When new people join the team. Shun them.  3. Pay other people to ,"how to NEVER get promoted:


1. Ask your boss to do a part of your daily tasks.

2. When new people join the team. Shun them.

3. Pay other people to do your job.

4. Cry a lot. Cry every day in front of people.

5. Always wait for permission. Don't do things that other people don't ask you to do.

6. Lose the company money.

7. Complain a lot. Complain even more and never bring any solutions to the table.

8. Be annoying to work with. Message everybody all the time just to annoy them and never get any work done.

9. Ask your coworkers if they can disregard their kids, spouse, dogs, health, and personal life to help you with your problems at work.

You're welcome 🙂",https://www.linkedin.com/posts/leilahormozi_how-to-never-get-promoted-1-ask-your-activity-7404248479453233152-pcs7?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACTIj54B0UvtOEbCnas4KB9jkB0pASBFpUw
63,Leila Hormozi,0.7,968,112,1093,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,Somehow we’ve been told we have to choose between:,"Somehow we’ve been told we have to choose between: Be strong or be soft. Be ambitious or be nurturing. Be independent or value men. But the truth is, ","Somehow we’ve been told we have to choose between:
Be strong or be soft.
Be ambitious or be nurturing.
Be independent or value men.
But the truth is, the most fulfilled women I know live on the AND, not the OR.

A life where love isn’t a threat to your strength but the very thing that makes you stronger.",https://www.linkedin.com/posts/leilahormozi_somehow-weve-been-told-we-have-to-choose-activity-7427060920553635840-5NNk?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAF0h804BS8CSsxKfHuuVAt0SlpsVQjX4_Xs
64,Leila Hormozi,0.7,920,133,1090,Teacher,Leadership,Direct Advice,Hook -> Punch Line,If you created a new years resolution and want to stay committed to it ➡️,If you created a new years resolution and want to stay committed to it ➡️,If you created a new years resolution and want to stay committed to it ➡️,https://www.linkedin.com/posts/leilahormozi_if-you-created-a-new-years-resolution-and-activity-7415440997033381888-rdxS?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC_ifSIBLNKN-CYmgkfIGEtul2vGCEXomr8
65,Leila Hormozi,0.7,900,151,1073,Teacher,Motherhood / Family,Thought Leadership,Hook -> Punch Line,The advice that changed my relationship with my husband.,The advice that changed my relationship with my husband.  Holding your partner accountable to achieving their full potential is the deepest form of lo,"The advice that changed my relationship with my husband.

Holding your partner accountable to achieving their full potential is the deepest form of love.",https://www.linkedin.com/posts/leilahormozi_the-advice-that-changed-my-relationship-with-activity-7416894328180015105-WxiP?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC_ifSIBLNKN-CYmgkfIGEtul2vGCEXomr8
66,Leila Hormozi,0.7,832,214,1070,Teacher,Career Growth,Direct Advice,Hook -> List -> Insight,Hiring managers and employers won't tell you this.,"Hiring managers and employers won't tell you this.  But it's real. Your resume does not matter.   I believe this wholeheartedly, your resume does not ","Hiring managers and employers won't tell you this. 
But it's real. Your resume does not matter. 

I believe this wholeheartedly, your resume does not matter. As much as it used to. It does not matter as much as it mattered back in 2015. The first thing employers look at when you apply for a job is not your resume anymore.

It's your social media platforms like LinkedIn, Instagram, Twitter, and TikTok.

Think of it this way. When you find a new business that you are interested in buying something from. What do you do first? You go to their social media platforms to understand if what they promise matches the reality.

The same thing applies here. IF the employer likes what they see with your social profiles they are going to use the resume to support and match what you have on your resume with your social profiles.

As an inside source who interviews and hires candidates, I don't screen resumes anymore, I screen social media profiles.",https://www.linkedin.com/posts/leilahormozi_hiring-managers-and-employers-wont-tell-activity-7413262884606185472-MU6G?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADoDRnIB0ZG9fIounZFbjwijD_YZilgq11A
67,Leila Hormozi,0.7,846,181,1066,Teacher,Personal Development,Thought Leadership,Hook -> Punch Line,Action is anxiety's greatest enemy.,Action is anxiety's greatest enemy.,Action is anxiety's greatest enemy.,https://www.linkedin.com/posts/leilahormozi_action-is-anxietys-greatest-enemy-activity-7424851736760193024-vMfq?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAE9RxIABTzVWAJdUWiMfVOc97D6SdiB2L20
68,Leila Hormozi,0.7,794,244,1062,Teacher,Career Growth,Thought Leadership,Hook -> List -> Insight,Leaders who can't control their emotions force their teams to manage two jobs:,Leaders who can't control their emotions force their teams to manage two jobs:    1. their actual work.   2. managing their leader's reactions.    If ,"Leaders who can't control their emotions force their teams to manage two jobs: 


1. their actual work.  
2. managing their leader's reactions. 


If this is you as a leader and are doubling their workload, consider doubling their salary as well...",https://www.linkedin.com/posts/leilahormozi_leaders-who-cant-control-their-emotions-activity-7423032280115277825-kMwp?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFQtbscBR0jl8XDw0uqbocpzD1eHL7ZCUmc
69,Leila Hormozi,0.7,864,166,1057,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,C players seek ease.,C players seek ease. B players seek credit. A players seek pressure.,"C players seek ease.
B players seek credit.
A players seek pressure.",https://www.linkedin.com/posts/leilahormozi_c-players-seek-ease-b-players-seek-credit-activity-7408551880164900864-TtH8?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADIHSrYB0VN74S2_WK7zbYcbyeSJzXf_OWM
70,Leila Hormozi,0.7,951,73,1035,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,classic mishap... 🥶☎️,classic mishap... 🥶☎️,classic mishap... 🥶☎️,https://www.linkedin.com/posts/leilahormozi_classic-mishap-activity-7408189507822399488-u_Bq?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADIHSrYB0VN74S2_WK7zbYcbyeSJzXf_OWM
71,Leila Hormozi,0.7,869,96,997,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,Yelling at people takes less skill than properly training people.,Yelling at people takes less skill than properly training people.,Yelling at people takes less skill than properly training people.,https://www.linkedin.com/posts/leilahormozi_yelling-at-people-takes-less-skill-than-properly-activity-7424085147786031105-ZT56?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAE9RxIABTzVWAJdUWiMfVOc97D6SdiB2L20
72,Leila Hormozi,0.6,828,129,975,Teacher,Leadership,Direct Advice,Observation -> Question,"3 employees quit together, no notice, at 8 PM. What do you do?","3 employees quit together, no notice, at 8 PM. What do you do?","3 employees quit together, no notice, at 8 PM. What do you do?",https://www.linkedin.com/posts/leilahormozi_3-employees-quit-together-no-notice-at-activity-7421945157635354625-IC3V?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFQtbscBR0jl8XDw0uqbocpzD1eHL7ZCUmc
73,Leila Hormozi,0.6,830,112,955,Teacher,Leadership,Direct Advice,Hook -> Punch Line,The price of change is the life you have to give up to get the life you want.,The price of change is the life you have to give up to get the life you want.,The price of change is the life you have to give up to get the life you want.,https://www.linkedin.com/posts/leilahormozi_the-price-of-change-activity-7431016111061614592-z0Em?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAER_BBABGhA9dGZybaazDxY9GE7jgGPFMtc
74,Leila Hormozi,0.6,806,115,954,Teacher,Career Growth,Thought Leadership,Hook -> Punch Line,The fastest way to become more efficient in your career,The fastest way to become more efficient in your career,The fastest way to become more efficient in your career,https://www.linkedin.com/posts/leilahormozi_the-fastest-way-to-become-more-efficient-activity-7405290360702238720-4get?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACTIj54B0UvtOEbCnas4KB9jkB0pASBFpUw
75,Leila Hormozi,0.6,754,160,945,Teacher,Career Growth,Direct Advice,Hook -> Punch Line,One of my favorite career advice for sales people.,"One of my favorite career advice for sales people.   In sales, it doesn’t matter how persuasive you are.   If the prospect doesn’t feel heard, they’re","One of my favorite career advice for sales people. 

In sales, it doesn’t matter how persuasive you are. 

If the prospect doesn’t feel heard, they’re never going to buy.",https://www.linkedin.com/posts/leilahormozi_one-of-my-favorite-career-advice-for-sales-activity-7419785864014245888-ET9S?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACduEjUB9RjUluiHlrWu9gJkcoqkDVIC-IE
76,Leila Hormozi,0.6,780,128,925,Teacher,Leadership,Thought Leadership,Observation -> Question,Do CEOs cry?,Do CEOs cry?,Do CEOs cry?,https://www.linkedin.com/posts/leilahormozi_do-ceos-cry-activity-7425576522134192128-wnIw?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAE9RxIABTzVWAJdUWiMfVOc97D6SdiB2L20
77,Leila Hormozi,0.6,821,88,917,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,Merry Christmas 🎄💅,Merry Christmas 🎄💅,Merry Christmas 🎄💅,https://www.linkedin.com/posts/leilahormozi_merry-christmas-activity-7410001397246701568-VzHS?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADoDRnIB0ZG9fIounZFbjwijD_YZilgq11A
78,Leila Hormozi,0.6,684,205,902,Contrarian,Motherhood / Family,Challenging Convention,Hook -> List -> Insight,I used to feel miserable because of these habits.,I used to feel miserable because of these habits.  Stop making the same mistakes as me.   1. Sleep in instead of working out.  2. Scroll social media ,"I used to feel miserable because of these habits. 
Stop making the same mistakes as me. 

1. Sleep in instead of working out. 
2. Scroll social media instead of building toward the life I want. 
3. Avoid all tough conversations.

You can't expect to get what you want if you're unwilling to pay the price. I used to feel miserable because I consistently would do what feels good in the moment instead of what is good for the future me. I hope you can learn from my mistakes to avoid yours. 

- leila 💅",https://www.linkedin.com/posts/leilahormozi_i-used-to-feel-miserable-because-of-these-activity-7421220317156630528-pj7j?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFQtbscBR0jl8XDw0uqbocpzD1eHL7ZCUmc
79,Leila Hormozi,0.6,735,111,861,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,Level up your communication skills with your employees to make sure they feel safe enough to tell you when you are doing their job. This was a big learning experience for me.,Level up your communication skills with your employees to make sure they feel safe enough to tell you when you are doing their job. This was a big lea,Level up your communication skills with your employees to make sure they feel safe enough to tell you when you are doing their job. This was a big learning experience for me.,https://www.linkedin.com/posts/leilahormozi_level-up-your-communication-skills-with-your-activity-7427350740224020480-uNPB?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAF0h804BS8CSsxKfHuuVAt0SlpsVQjX4_Xs
80,Leila Hormozi,0.6,717,113,861,Teacher,Leadership,Personal Perspective,Hook -> Reflection -> Close,,,,https://www.linkedin.com/posts/leilahormozi_activity-7407464677640851457-pZio?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADIHSrYB0VN74S2_WK7zbYcbyeSJzXf_OWM
81,Leila Hormozi,0.6,639,190,844,Teacher,Personal Development,Thought Leadership,Hook -> List -> Insight,When keeping track of your 2026 resolution.,"When keeping track of your 2026 resolution.  Aim for discipline, not motivation.  Motivation is just a feeling.  Discipline is a habit. Discipline is ","When keeping track of your 2026 resolution. 
Aim for discipline, not motivation.

Motivation is just a feeling. 
Discipline is a habit.
Discipline is the key to success.

- Leila 💅",https://www.linkedin.com/posts/leilahormozi_when-keeping-track-of-your-2026-resolution-activity-7419423512722878465-HRyR?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACduEjUB9RjUluiHlrWu9gJkcoqkDVIC-IE
82,Leila Hormozi,0.6,712,108,836,Teacher,Leadership,Personal Perspective,Hook -> Reflection -> Close,,,,https://www.linkedin.com/posts/leilahormozi_the-worst-advice-ive-ever-received-activity-7406015117399613442-Xxkx?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACTIj54B0UvtOEbCnas4KB9jkB0pASBFpUw
83,Leila Hormozi,0.5,680,121,822,Contrarian,Leadership,Challenging Convention,Hook -> Punch Line,Most people quit when they just need rest.,Most people quit when they just need rest.,Most people quit when they just need rest.,https://www.linkedin.com/posts/leilahormozi_most-people-quit-when-they-just-need-rest-activity-7405652735728979968-ewJo?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACTIj54B0UvtOEbCnas4KB9jkB0pASBFpUw
84,Leila Hormozi,0.5,708,94,817,Magician,Leadership,Data-Driven Revelation,Hook -> Punch Line,"$30,000 a year, I lived paycheck to paycheck.","$30,000 a year, I lived paycheck to paycheck.  $85,000 a year, I lived paycheck to paycheck.  Sometimes the paycheck amount is not the issue.  The rea","$30,000 a year, I lived paycheck to paycheck. 
$85,000 a year, I lived paycheck to paycheck. 
Sometimes the paycheck amount is not the issue. 
The real issue is clear, at least it was for my case.",https://www.linkedin.com/posts/leilahormozi_30000-a-year-i-lived-paycheck-to-paycheck-activity-7428075562432217088-xgLB?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAF0h804BS8CSsxKfHuuVAt0SlpsVQjX4_Xs
85,Leila Hormozi,0.5,646,137,797,Teacher,Leadership,Direct Advice,Hook -> List -> Insight,The fastest way to lose yourself:,The fastest way to lose yourself:      Seek validation from people whose opinions you actually don't care about. The only validation you need is yours,"The fastest way to lose yourself: 




Seek validation from people whose opinions you actually don't care about. The only validation you need is yours. Make yourself proud. 

- leila 💅",https://www.linkedin.com/posts/leilahormozi_the-fastest-way-to-lose-yourself-seek-activity-7428135925957947392-noUw?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAF0h804BS8CSsxKfHuuVAt0SlpsVQjX4_Xs
86,Leila Hormozi,0.5,677,96,795,Teacher,Leadership,Direct Advice,Hook -> Punch Line,If you have a bad boss and a very heavy workload at your job ➡️,If you have a bad boss and a very heavy workload at your job ➡️,If you have a bad boss and a very heavy workload at your job ➡️,https://www.linkedin.com/posts/leilahormozi_if-you-have-a-bad-boss-and-a-very-heavy-workload-activity-7418702478466113536-aHw9?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACduEjUB9RjUluiHlrWu9gJkcoqkDVIC-IE
87,Leila Hormozi,0.5,610,138,775,Teacher,Leadership,Direct Advice,Hook -> List -> Insight,You don't lose A-players to your competition.,You don't lose A-players to your competition.    You lose A-players to frustration when they're forced to carry C and D players.   - Leila,"You don't lose A-players to your competition. 


You lose A-players to frustration when they're forced to carry C and D players.


- Leila",https://www.linkedin.com/posts/leilahormozi_you-dont-lose-a-players-to-your-competition-activity-7418336306084208640-QaII?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACduEjUB9RjUluiHlrWu9gJkcoqkDVIC-IE
88,Leila Hormozi,0.5,643,119,774,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,"The goal isn’t to never feel anxious, sad, or uncertain.","The goal isn’t to never feel anxious, sad, or uncertain.  The goal is to feel those things without letting them control you.","The goal isn’t to never feel anxious, sad, or uncertain.

The goal is to feel those things without letting them control you.",https://www.linkedin.com/posts/leilahormozi_the-goal-isnt-to-never-feel-anxious-sad-activity-7399854532953821184-9PSf?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFjYP_cBgq5oikFRy29mtR2t-BhcVxV6YQw
